underlying,factor,alpha,beta,alpha_se,beta_se,alpha_t,beta_t,alpha_p,beta_p,r2,n
588000.SH,VOV,-0.027884776965389886,0.47184276932097663,0.03358627166889331,0.3207353120188579,-0.8302432982228274,1.471128222056305,0.406401239415459,0.14125644400659595,0.032997472678082285,18.0
588000.SH,O_S,-0.0261416791033306,-0.005144176452190308,0.2135562476200557,0.047917615474401425,-0.12241121200930652,-0.10735460020831865,0.9025733593905143,0.9145076700729464,0.00020215932466605135,18.0
588000.SH,betaVIX,,,,,,,,,,
588000.SH,betaSkew,,,,,,,,,,
588000.SH,betaVRP,,,,,,,,,,
588000.SH,betaIVSOTM,,,,,,,,,,
588000.SH,betaTSCALL,,,,,,,,,,
588000.SH,betaTSPUT,,,,,,,,,,
588000.SH,betaJump,0.11270709992572686,-0.0033661220444618817,0.06570869019310663,0.00195767862654663,1.7152540949226034,-1.7194456734708106,0.08629865089262964,0.08553325175542045,0.07268955446175773,37.0
588000.SH,betaVol,-0.006172368608775925,-0.01962898601943485,0.022673600572972553,0.12663466086857372,-0.27222710345058865,-0.1550048453148744,0.7854474029750157,0.8768174974675396,0.0009820810280432024,36.0
AL.SHF,CIV,0.021547338883776107,-0.16361393069908223,0.014816539173997475,0.11512487173886801,1.4542761052858388,-1.4211866491386806,0.14586977241634716,0.15526250493483612,0.025951409145633653,52.0
AL.SHF,PIV,0.03158700165838235,-0.2713946766621609,0.015681399071534513,0.12935594143485715,2.014297417870087,-2.098045699731802,0.04397831691273939,0.035901108576580076,0.041645331766321125,52.0
AL.SHF,dCIV,0.004172049609546489,-0.33131030097692554,0.005945662785614228,0.16062848280806089,0.7016963053540359,-2.062587501201868,0.4828685776138524,0.03915183626238758,0.11798100881132445,51.0
AL.SHF,dPIV,0.004933459526652475,-0.27869759523712023,0.006620596507272308,0.2106236016661587,0.7451684332723466,-1.3232021152067266,0.4561699032933687,0.18576817278692326,0.04379301380066569,51.0
AL.SHF,IVS_ATM,0.004398633031396128,0.06759237523109884,0.006104526394280426,0.25964557724898496,0.7205527091368435,0.2603255404819844,0.4711847588701097,0.7946126731279017,0.0014144699574126784,52.0
AL.SHF,IVS_OTM,0.004243956718666607,0.02416697834386025,0.00608329816682575,0.214168944541541,0.697640753795419,0.11284072205516582,0.4854018881750797,0.9101568329711713,0.00026209653734088345,52.0
AL.SHF,dIVS_ATM,0.004228454206069088,0.3713175508779642,0.0058174963401023405,0.26593019755460845,0.7268512017653804,1.3962970519800204,0.4673171133103152,0.16262506119300257,0.05183235617620818,51.0
AL.SHF,dIVS_OTM,0.0043152455004857974,0.25754113470104495,0.005881352955850122,0.23236707833336126,0.7337164650513733,1.1083374484382345,0.4631215614524308,0.26771610822136005,0.036221490150942226,51.0
AL.SHF,SKEW,0.00409806035282262,-0.0021498573547349513,0.005982772669067526,0.01891505737210394,0.6849767790794803,-0.11365851619914069,0.4933585741577037,0.9095084986254355,0.00017593367007939786,52.0
AL.SHF,AVAR,0.0036835075559910222,1.962425812323787,0.005873796438416678,1.5270460794821548,0.6271084799431588,1.2851123739430812,0.5305881288939454,0.19875301814687618,0.022272645009839387,52.0
AL.SHF,VARQ,0.020095481307482493,-0.9255015161459296,0.010153443219307551,0.37841721709591425,1.9791789714517134,-2.445717251578832,0.047795859627463425,0.014456432315348187,0.039866216857252,52.0
AL.SHF,VAR_PLUS,0.018090302124193474,-1.6453380879126032,0.00896291232562111,0.6263577034971979,2.0183508961123144,-2.626834600622045,0.04355472953749367,0.00861832140858065,0.045440444554529,52.0
AL.SHF,VAR_MINUS,0.019014670961233222,-1.7091451422882507,0.01072859942835796,0.8726872986908456,1.7723348782109825,-1.9584851811779662,0.07633898481340938,0.05017310821575725,0.02780462427550412,52.0
AL.SHF,VRP,0.017392520562765277,0.6415406659878613,0.0074645915712342375,0.25175756702509633,2.3300029742805473,2.5482477987400856,0.019805993919309706,0.010826553745167783,0.07356450663958536,52.0
AL.SHF,KT,0.01990486202336149,-5.404284326426631,0.009935897480215283,2.1374295668906003,2.0033280398672355,-2.52840346654718,0.045142089720880886,0.011458259154030717,0.04000997408484852,52.0
AL.SHF,TSCALL,,,,,,,,,,
AL.SHF,TSPUT,,,,,,,,,,
AL.SHF,dTSCALL,,,,,,,,,,
AL.SHF,dTSPUT,,,,,,,,,,
AL.SHF,VOV,0.03370248695382383,-0.7385315272442097,0.01772322536627149,0.45090453395860397,1.9016000901259182,-1.6378888913811893,0.05722345615481163,0.10144487369171873,0.032430160480565906,52.0
AL.SHF,O_S,,,,,,,,,,
AL.SHF,betaVIX,-0.0126052702259352,-0.081613130135285,0.014076986644728373,0.13074540520573255,-0.8954523112129037,-0.6242141359144807,0.3705453476360753,0.5324869645704546,0.005252829849939911,23.0
AL.SHF,betaSkew,,,,,,,,,,
AL.SHF,betaVRP,0.006746041372033805,-0.010353593083206361,0.00725386451403179,0.012491484355913724,0.9299927451063281,-0.8288521034175381,0.35237484080486836,0.4071881008439455,0.008247113901448277,28.0
AL.SHF,betaIVSOTM,0.032204300717834575,-0.4604979800462401,0.07930713395959392,1.0637819776802702,0.40607066615523263,-0.4328875556346821,0.6846906783896713,0.6650964610886818,0.00679516484560061,23.0
AL.SHF,betaTSCALL,,,,,,,,,,
AL.SHF,betaTSPUT,,,,,,,,,,
AL.SHF,betaJump,-0.004826467356642146,0.000222010414178372,0.02141974106636205,0.00040940398814368626,-0.2253279972754534,0.5422771165102921,0.821724120964896,0.5876276173676767,0.004964608254885539,47.0
AL.SHF,betaVol,0.01601153622331952,0.04137238977009786,0.006859821715592884,0.020322112891173378,2.334103842221454,2.035831116166438,0.01959028516650553,0.04176731672965848,0.07528684962636756,46.0
AU.SHF,CIV,0.012014081010917211,-0.03811478754808324,0.0104333174301408,0.09572853479000908,1.1515111172798926,-0.39815492456551393,0.24952202427727144,0.6905159899908253,0.0024630999281728405,59.0
AU.SHF,PIV,0.013800373065752602,-0.0504930597756629,0.013078115173916566,0.11177930469069468,1.055226451383188,-0.4517210043073949,0.2913217693216068,0.6514699846763811,0.005169694928747082,59.0
AU.SHF,dCIV,0.007050568177153178,0.08500512082286205,0.0039404252845285995,0.0668501640064784,1.7892911724112668,1.2715768478088438,0.07356793498702342,0.20352350712460276,0.0196267148606597,58.0
AU.SHF,dPIV,0.007088781125415961,0.062444365382646846,0.003880937723125803,0.07996533352344398,1.8265639984829445,0.7808929523734133,0.06776535053472475,0.4348654574902866,0.008803840352132886,58.0
AU.SHF,IVS_ATM,0.010741572275193232,-0.22075704964136184,0.004142722479861647,0.06771781915408384,2.592877588930834,-3.259955095999997,0.009517664001486657,0.0011142985397875947,0.05317676941080818,59.0
AU.SHF,IVS_OTM,0.008174407619001848,-0.05175588650775809,0.003943082468646093,0.07850020236198196,2.073100850413771,-0.6593089565438334,0.038162894891165845,0.5096973921154977,0.003553873887492287,59.0
AU.SHF,dIVS_ATM,0.00701428854556283,-0.16317119199849142,0.004023054222786363,0.046691457395761506,1.7435232430709673,-3.494669070092114,0.08124225787853448,0.00047464987844858677,0.05661449248774342,58.0
AU.SHF,dIVS_OTM,0.007021627656946837,-0.1069812940678135,0.004105037051973107,0.04385066135819809,1.7104906893768124,-2.439673445148914,0.08717517367989178,0.014700543847602537,0.031862080583861974,58.0
AU.SHF,SKEW,0.010096807225647307,-0.021044187111232376,0.0041940230229470825,0.011070265851744211,2.4074277061436873,-1.9009649265032504,0.01606534260423561,0.057306606781486705,0.04220252009972569,59.0
AU.SHF,AVAR,0.007973079902858726,0.2992502123695414,0.0038917925566767765,0.6070811276979343,2.0486908761825124,0.49293282020527496,0.040492351936574966,0.6220600561684981,0.0013811595129108456,58.0
AU.SHF,VARQ,0.014790190453299757,-0.3862472408100347,0.007452470875353581,0.5210585665432919,1.9846022481232493,-0.7412741400115597,0.04718874203195754,0.4585272380468286,0.014258633103716556,58.0
AU.SHF,VAR_PLUS,0.014484455135644137,-0.7799766616074277,0.005947407313780989,0.857410618101718,2.435423432674872,-0.9096885962693968,0.014874372206185708,0.3629867599322899,0.016196690753372822,58.0
AU.SHF,VAR_MINUS,0.013251504080766049,-0.559294393785311,0.007012049503229155,0.9275300499642095,1.8898189573053543,-0.6029932871790972,0.05878217726854268,0.546513154909049,0.009032721462339244,58.0
AU.SHF,VRP,0.007222900487669735,-0.1664391997197768,0.004034527607164302,0.21945826919621858,1.790271672659691,-0.7584093337169392,0.07341024785948273,0.4482059719448067,0.005200851848504384,57.0
AU.SHF,KT,0.013339012926122934,-1.755199377002201,0.00764843483494016,3.093946602714872,1.744018640936397,-0.5673011213128407,0.08115583941706506,0.5705096153455962,0.008667213541393215,58.0
AU.SHF,TSCALL,0.011965886714598572,0.10466271199894563,0.00605906176734387,0.11247313989959977,1.9748745225028619,0.9305573943465418,0.048282389313710344,0.35208256218718936,0.009046220782866654,57.0
AU.SHF,TSPUT,0.008940899365204548,0.053906248952243975,0.005657358536835924,0.12159588656155368,1.580401755870516,0.4433229649175329,0.11401488972189724,0.6575321473093628,0.003949032293780741,57.0
AU.SHF,dTSCALL,0.0056779381512957125,0.08470966998982574,0.004195516586981779,0.08044480987045367,1.3533346927798409,1.053015976123756,0.17594873070682004,0.29233367002337907,0.012654295697034357,54.0
AU.SHF,dTSPUT,0.0057077184740228345,0.08019681773659583,0.004106838234154407,0.09891496500709009,1.3898084483958368,0.8107652641928088,0.16458705196609769,0.41750048582018773,0.012145404721328745,54.0
AU.SHF,VOV,0.004987154970945786,0.06125718358263164,0.0071108124245840305,0.1761640305808245,0.7013481263693333,0.3477280996617904,0.48308578630603805,0.7280443915881498,0.0013712893123244418,59.0
AU.SHF,O_S,,,,,,,,,,
AU.SHF,betaVIX,,,,,,,,,,
AU.SHF,betaSkew,,,,,,,,,,
AU.SHF,betaVRP,0.011219572706537334,-0.0077308225206119165,0.008157065939736577,0.04645816017591785,1.37544219814161,-0.16640397491718328,0.16899439410485573,0.8678390460355723,0.0004658150103723502,34.0
AU.SHF,betaIVSOTM,,,,,,,,,,
AU.SHF,betaTSCALL,,,,,,,,,,
AU.SHF,betaTSPUT,,,,,,,,,,
AU.SHF,betaJump,-0.005173066731152997,0.00020303891748702367,0.010221073985250713,0.00014174613180481668,-0.5061177268277162,1.4324124044993811,0.6127740068596208,0.15202583059286676,0.032301717927663454,47.0
AU.SHF,betaVol,0.011112950336701358,0.007122876181466771,0.00319556977838353,0.005391226456823754,3.4776115395367184,1.3211977345991917,0.0005059025168845594,0.18643544149133995,0.0183430420732843,46.0
CU.SHF,CIV,0.004620381877858807,0.007700969966159933,0.017261295683357786,0.12406261857639803,0.2676729466093022,0.06207325022256933,0.7889510756201821,0.9505044991376599,4.450172639824945e-05,59.0
CU.SHF,PIV,-3.03531152120141e-05,0.048625062933388495,0.03127631712246969,0.2454432206313965,-0.0009704823970533174,0.19811124873729144,0.9992256672004093,0.8429580240421308,0.001295296181353156,59.0
CU.SHF,dCIV,0.006910300398591634,-0.20836360840042037,0.006379413747654038,0.0970687663141382,1.0832187207065578,-2.1465566763886224,0.27871135217279386,0.031828592104549164,0.04344799299657798,58.0
CU.SHF,dPIV,0.006982084378384389,-0.09042239626081568,0.006430228249638634,0.15500839831845956,1.0858221679419806,-0.5833386915917026,0.2775576767951289,0.5596653208097188,0.006695412585543181,58.0
CU.SHF,IVS_ATM,0.005865632998348032,0.11198494751356436,0.006881466759178346,0.2248398042601933,0.852381215171109,0.4980654910372145,0.3940025427267735,0.6184378826458566,0.0025109985818364544,58.0
CU.SHF,IVS_OTM,0.005589942622377005,0.05968226526857375,0.006508724140493138,0.19521241592700053,0.8588384607668252,0.30572986346776154,0.39042964507779165,0.7598103335748094,0.0010971372200585527,59.0
CU.SHF,dIVS_ATM,0.007309090842745893,0.3406227324195996,0.007056081137754398,0.18722164398210406,1.0358569721708182,1.8193555252199296,0.3002688738062814,0.06885720730583454,0.03527958176091883,56.0
CU.SHF,dIVS_OTM,0.006939327525620773,0.21702102237022966,0.006339966028040188,0.1530450049173299,1.094537020376726,1.418020944149452,0.27371952012866263,0.15618465009968222,0.024393962089161114,58.0
CU.SHF,SKEW,0.005463818183880558,0.020778521325988612,0.0066353204670399615,0.03294891853963464,0.823444505961893,0.6306283255091933,0.41025526268068524,0.5282835736233146,0.008180138823839611,59.0
CU.SHF,AVAR,0.005702850434877091,-1.1881886859150117,0.006354654757333296,1.1356488512578442,0.8974288380176718,-1.0462641551558605,0.36949013011279885,0.2954390899503996,0.008962050840472968,59.0
CU.SHF,VARQ,-0.005393437136005914,0.5297966748696016,0.019205984317205174,0.7470848056377044,-0.28082065708938153,0.7091519876613904,0.778847958845269,0.47823016435337384,0.012597595980854304,59.0
CU.SHF,VAR_PLUS,-0.005205238840523483,1.0498128019071271,0.015346662969159455,1.1427350965152807,-0.3391772433514631,0.9186843084705143,0.7344762114349166,0.3582607196590808,0.016440481561750486,59.0
CU.SHF,VAR_MINUS,-0.0023635606305169666,0.7588464421928415,0.021525455057539732,1.7087580217243552,-0.10980305058354996,0.44409239491210606,0.912565571660536,0.6569757846487738,0.006160146659441534,59.0
CU.SHF,VRP,0.008568756993246619,0.12719946775564728,0.007856172804884693,0.26215353095065613,1.090703731455457,0.48520982072749347,0.27540326816747185,0.6275275164021167,0.0032745333263961562,58.0
CU.SHF,KT,-0.0050745210173016786,3.0393157928381322,0.01922955106341238,4.431986956116999,-0.26389180904783843,0.6857682170393775,0.7918632874285797,0.4928592815079632,0.011845322830432492,59.0
CU.SHF,TSCALL,-0.00990680148626764,-0.25177528271456195,0.012473086159913981,0.16563636214819255,-0.7942542334154743,-1.520048372526451,0.42704744167325837,0.12849881865287646,0.030455378071504113,57.0
CU.SHF,TSPUT,-0.013776235790848046,-0.28156604288685516,0.012903392662290961,0.1610552022779013,-1.067644467730405,-1.7482579817633708,0.28568091689809627,0.08041936555098583,0.03381785077459076,56.0
CU.SHF,dTSCALL,0.006614052988607626,-0.20883342450417286,0.006741141297842099,0.10923697788155774,0.9811473601250347,-1.9117466315353804,0.32652007833486163,0.05590870002025097,0.025525928158578015,54.0
CU.SHF,dTSPUT,0.006930673282034111,0.02067826008836744,0.0069941167110855644,0.1666647627507861,0.9909290291151567,0.12407097785443497,0.3217202363428119,0.9012590768951179,0.00019758763303356908,52.0
CU.SHF,VOV,-0.019762581287668602,0.6490854510022888,0.02422098056415493,0.5467800871038687,-0.815928208823866,1.187105138448441,0.4145411972362155,0.2351861517717624,0.025210430531035666,59.0
CU.SHF,O_S,,,,,,,,,,
CU.SHF,betaVIX,0.03324773468299294,0.47658510172825064,0.024266347513578555,0.3420173471854937,1.3701169763759764,1.393453009474908,0.17065038929548637,0.16348284537073998,0.04571517886652521,33.0
CU.SHF,betaSkew,,,,,,,,,,
CU.SHF,betaVRP,0.002845546233104619,-0.03471827849195347,0.004935069162662582,0.0188517321000652,0.576597032242884,-1.8416492610688753,0.5642117044789623,0.06552647045493032,0.06936945231599168,33.0
CU.SHF,betaIVSOTM,0.03803048371586486,-0.7541242501935754,0.02382445354584015,0.4568425243884537,1.5962793708024057,-1.6507312912760783,0.11042643373873758,0.09879345538837621,0.08578804605427337,33.0
CU.SHF,betaTSCALL,,,,,,,,,,
CU.SHF,betaTSPUT,,,,,,,,,,
CU.SHF,betaJump,0.0411668435887673,-0.0008205266299925773,0.044297380126216215,0.0009500918200356251,0.9293290815725648,-0.8636287700717289,0.35271856831877646,0.38779185437279506,0.02714017827559334,47.0
CU.SHF,betaVol,-0.0014701569256364894,0.021624883953557838,0.006210958935493423,0.01643553278166959,-0.23670369437399835,1.315739759752473,0.8128866687066965,0.18826140438150474,0.01857543726908839,46.0
RU.SHF,CIV,0.015532794101981943,-0.055016297390245154,0.01028677478772462,0.028211087207707312,1.5099770746918155,-1.9501657977653062,0.1310492740360067,0.05115636089931899,0.01783445927144356,58.0
RU.SHF,PIV,0.02206084180078544,-0.07683722912762642,0.015212140799460074,0.040543288458214005,1.4502128327374177,-1.8951898587806661,0.1469991775985768,0.05806725320735348,0.01725414935319558,58.0
RU.SHF,dCIV,0.00391136247768911,-0.03799135200459529,0.006970959457057479,0.016634301319599434,0.5610938496750547,-2.28391630490857,0.5747335606656543,0.022376450197069468,0.02217708229867732,56.0
RU.SHF,dPIV,0.004067811502163404,-0.06296317744528895,0.006895621215023114,0.019546186740903446,0.5899122610303891,-3.221251197479285,0.5552494735508295,0.0012763222709431346,0.029816634515102414,56.0
RU.SHF,IVS_ATM,0.0008844282327540597,0.2583546393502237,0.009880682281639526,0.09937580697296781,0.08951084626995053,2.599774001538435,0.9286759341089017,0.009328517311800306,0.07975022892267769,57.0
RU.SHF,IVS_OTM,0.003276155621900056,0.08077351899312772,0.010761530893537265,0.09574542350521627,0.3044321160540012,0.8436279880126817,0.7607987031190013,0.39887731943006155,0.009216861547015065,58.0
RU.SHF,dIVS_ATM,0.00469915125515764,0.13138974511154358,0.0073857320643014555,0.05645339814813352,0.6362471877189722,2.32740188228842,0.5246153212592141,0.019943885678987177,0.050326064913325363,54.0
RU.SHF,dIVS_OTM,0.003951343662635173,0.018452864678808776,0.007078802171322851,0.0666763546262544,0.558193825311658,0.2767527526398811,0.5767120368259581,0.7819699624840865,0.0013062502440273072,56.0
RU.SHF,SKEW,0.002364860390314957,0.01889544267336207,0.00933300159848151,0.00671385386747298,0.25338690509811146,2.81439588146325,0.7999692457731515,0.004886900541433428,0.02982863733367025,58.0
RU.SHF,AVAR,0.005874139104290723,0.6845716156859925,0.010277393554629637,0.8493602379087807,0.571559225893866,0.8059850051039402,0.5676206255111309,0.42025149518472493,0.01548080291408127,56.0
RU.SHF,VARQ,0.01464769919289954,-0.13372775956863805,0.010279958647531564,0.051721649390497025,1.424879194082825,-2.585527746012065,0.15419212486721887,0.009723004686893792,0.02913740559012612,56.0
RU.SHF,VAR_PLUS,0.016029015587020197,-0.35997262313426376,0.010307216435505388,0.15699176147564325,1.5551255460014268,-2.292939576896921,0.11991617194954331,0.021851483883490133,0.043589865333180766,56.0
RU.SHF,VAR_MINUS,0.013465376120907011,-0.19893121550478765,0.010295397526920385,0.06934134808473316,1.3079024958189105,-2.8688685899457758,0.19090638289543116,0.004119429091425896,0.019590410592201457,56.0
RU.SHF,VRP,0.010284158803845062,-0.0517114008013269,0.008807742920047214,0.05639302894159599,1.1676270410251635,-0.9169821478268587,0.24295723776949396,0.3591519949969315,0.005433762668715536,55.0
RU.SHF,KT,0.015308225707903977,-0.8021110789605074,0.010590860629639492,0.3127925514406073,1.4454184832781678,-2.5643547944677043,0.14834037478244758,0.010336782082032576,0.030440153650403645,56.0
RU.SHF,TSCALL,0.0002500821632901787,-0.025794040936857613,0.010174264095124421,0.028680894882032848,0.024579877321055564,-0.8993457506451897,0.9803900700220871,0.36846852540108177,0.003872549676231074,50.0
RU.SHF,TSPUT,0.0017348371401289218,-0.029916382000110285,0.00990373949571973,0.03746827842128277,0.175169908384474,-0.7984455988006417,0.8609461283547303,0.4246119507837107,0.002619817116992107,49.0
RU.SHF,dTSCALL,-0.005024855257702409,-0.043025288914541555,0.006435102708824274,0.02486524801811988,-0.7808508247757984,-1.7303382167428225,0.4348902373507548,0.08356986532554642,0.021885850647103355,42.0
RU.SHF,dTSPUT,-0.006248760865013157,-0.0784795842080108,0.00559547667970457,0.03697562917759972,-1.1167521951575856,-2.1224678512179223,0.26410029391807555,0.03379846962470602,0.0372736146721363,40.0
RU.SHF,VOV,-0.0007002016866698552,0.02969736688478884,0.011984047923346524,0.15466863319727844,-0.05842781096575631,0.19200639632542763,0.9534078626595648,0.8477371951054151,0.000465379269067312,57.0
RU.SHF,O_S,,,,,,,,,,
RU.SHF,betaVIX,,,,,,,,,,
RU.SHF,betaSkew,,,,,,,,,,
RU.SHF,betaVRP,0.0038557635083186566,0.29650272528495547,0.01502532418808463,0.16309328480382845,0.2566176582982716,1.8179946871607515,0.7974739420416989,0.0690649448058238,0.08281846782737556,13.0
RU.SHF,betaIVSOTM,,,,,,,,,,
RU.SHF,betaTSCALL,,,,,,,,,,
RU.SHF,betaTSPUT,,,,,,,,,,
RU.SHF,betaJump,-0.02956442792694197,0.0008360298554365129,0.024508715525217405,0.0006224436794068119,-1.206282226276716,1.3431413686026155,0.2277086884423135,0.17922620242488096,0.025290938247018002,47.0
RU.SHF,betaVol,-0.012503491262167757,0.05202411313220342,0.01246126809475708,0.038747237802887455,-1.00338835238032,1.3426534659543283,0.3156735217462162,0.17938420918432352,0.022556494458295218,46.0
ZN.SHF,CIV,0.005656666037682284,-0.021163623238849988,0.01161804832735857,0.06207532297443969,0.48688608261008665,-0.3409345650535621,0.6263390621717468,0.7331528428893794,0.0005370653698993921,52.0
ZN.SHF,PIV,0.019557597727169244,-0.15145392581388484,0.013897478650390102,0.10319607303020002,1.4072766880358016,-1.4676326469279728,0.15934535917691606,0.1422040350358482,0.015288047552548645,52.0
ZN.SHF,dCIV,0.0036466173713491177,-0.05588317117914912,0.005758730184680317,0.09979828811438371,0.6332328923918062,-0.5599612201273301,0.5265815690318778,0.5755058894097841,0.00456856644801884,51.0
ZN.SHF,dPIV,0.003639558056377045,-0.06562518721379564,0.005794820638746187,0.15537055251245874,0.6280708728138528,-0.42237854054444024,0.5299575129820061,0.6727487388043258,0.0040501674258930365,51.0
ZN.SHF,IVS_ATM,0.0017580678986817905,-0.10095147790867776,0.006233045389867444,0.12448016210262612,0.2820560077325506,-0.8109844669502404,0.7779005649453701,0.417374591005105,0.004641328917475374,52.0
ZN.SHF,IVS_OTM,0.0016674203713424526,-0.08340496682274645,0.006259533147422747,0.09539299113353734,0.26638094759973974,-0.8743301350724051,0.7899458369165921,0.3819384927189261,0.005216049453224403,52.0
ZN.SHF,dIVS_ATM,0.0036579540601961273,0.028384010637857483,0.005729075222694795,0.12853404003321467,0.6384894451561293,0.22082874412507947,0.523155122620458,0.8252257814578242,0.0004518970197154859,51.0
ZN.SHF,dIVS_OTM,0.0036576055794962387,0.017955238285573074,0.00573189353023782,0.09713171583824391,0.6381147102961772,0.18485453624101958,0.5233990114752689,0.853343131159812,0.0003004322427608841,51.0
ZN.SHF,SKEW,0.0019015737802347294,-0.010584885277383046,0.0060859964364506705,0.014590138797441686,0.3124506890680534,-0.7254821509469846,0.7546980328129015,0.46815629105322054,0.0043333302276422625,52.0
ZN.SHF,AVAR,0.0027746365072622557,-0.8825770618713422,0.005675834163906647,0.9059043789903949,0.4888508767409948,-0.9742496916230272,0.624947275677044,0.32993257714697555,0.005230711482758554,52.0
ZN.SHF,VARQ,0.009799492606891943,-0.3130748787986672,0.010304204860304124,0.3123879628703022,0.9510188063751981,-1.0021989193247187,0.3415948291723677,0.3162475296456744,0.004615969631651118,52.0
ZN.SHF,VAR_PLUS,0.0058791424198785065,-0.26616559357510655,0.009172719299583281,0.49385587740611003,0.640937788224436,-0.5389539858735587,0.5215631032714854,0.5899186050710561,0.0011734369757305796,52.0
ZN.SHF,VAR_MINUS,0.013798033805072168,-0.9994516680499538,0.011491586708835343,0.7748015706303019,1.2007074527370103,-1.289945330437184,0.2298647021468192,0.19706964028672225,0.010329639776999078,52.0
ZN.SHF,VRP,0.0015886785263763516,-0.054293013066472065,0.00895733554170353,0.19004373269785074,0.17736061343016438,-0.28568694318792487,0.8592251427319733,0.775117905928949,0.00122565977376754,52.0
ZN.SHF,KT,0.009958665274025318,-1.8935840050058002,0.010249361595445748,1.806802758552159,0.9716376167712143,-1.0480302822446326,0.3312308617058328,0.2946246551682137,0.004948620626022304,52.0
ZN.SHF,TSCALL,,,,,,,,,,
ZN.SHF,TSPUT,,,,,,,,,,
ZN.SHF,dTSCALL,,,,,,,,,,
ZN.SHF,dTSPUT,,,,,,,,,,
ZN.SHF,VOV,0.005967802822857065,-0.06794338743830658,0.021728301194851463,0.4072723359397075,0.27465574824925293,-0.1668254419528384,0.7835807318097352,0.867507399424748,0.00031166442708840947,52.0
ZN.SHF,O_S,,,,,,,,,,
ZN.SHF,betaVIX,0.05617308691598537,0.46500300948441553,0.03048454624000037,0.32688877141760025,1.8426742019954265,1.4225114171645081,0.06537659283606748,0.15487783947010744,0.04175073221387948,28.0
ZN.SHF,betaSkew,,,,,,,,,,
ZN.SHF,betaVRP,0.008855176686132558,-0.0025655865565055065,0.007930111985730681,0.05173215932610213,1.1166521610371232,-0.04959364909422999,0.26414307979640583,0.9604462076947217,9.331927067934842e-05,28.0
ZN.SHF,betaIVSOTM,0.02766537634949373,-0.3056207487945538,0.03973783045050539,0.5846840618546502,0.6961974530529982,-0.522710928403124,0.486305182495116,0.6011754320592497,0.003630359862603516,28.0
ZN.SHF,betaTSCALL,,,,,,,,,,
ZN.SHF,betaTSPUT,,,,,,,,,,
ZN.SHF,betaJump,-0.018975788290057246,0.000622252166609068,0.01736651462061204,0.0003700343450223103,-1.0926653220062468,1.6816065183666962,0.27454077083700745,0.09264516578509302,0.029995240671297774,47.0
ZN.SHF,betaVol,0.005757100800376505,0.05536489238877763,0.006047684856147709,0.04171451674343239,0.9519511907972826,1.3272332202552575,0.34112173616960106,0.1844315464639391,0.027749397689908473,46.0
